 date,TRACKING,UPC,ITEM,QTY,单价,,fee,,,
,1ZA40702YW06707824,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF33963YW10114173,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR133940310147966,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR3047A0310104997,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF7838X0310114576,889842118858,xboxone 500gb battlefield,1,,5,,,,
,,,,,,,,,,
8/9,1ZW494600353502485,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF38138YW10144957,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF8068Y0310124741,889842118858,xboxone 500gb battlefield,1,,5,,,,
,,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF344930310112142,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZA40702YW06713871,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZA40702YW06713924,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZW494600353500432,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR27631YW10118365,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZA407020306711657,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZA407020306711773,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZV7855E0336269282,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF339630310114288,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF381380310144946,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZA407020306711906,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF344930310112133,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF339630310114297,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZV7855E0336208605,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZV7855E0336231786,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZV7855E0336244530,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZV7855E0336238949,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZV7855E0336232445,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR133940310148018,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZV7855E0336269915,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZV7855E0336268890,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZV7855E0336269577,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZV7855E0336233739,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR13394YW10148001,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,ptd 600,91+2=93,,,,,,
,,,,,,,,,,
8/10,4201970192612999951945571003038500,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZV7855E1336311591,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR323110310120404,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR346760310107489,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZA40702YW06721719,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR26Y23YW10075954,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZA40702YW06718947,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR32311YW10120415,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR346760310107443,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF4R9450310115910,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZA407020306721440,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR26Y230310075943,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZA407020306718954,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF4R9450310115901,889842118858,xboxone 500gb battlefield,1,,5,,,,
,9612804278616918335272,719192613621,lg 34um60,1,,6.5,,,,
,1015106471220001970100744924054630,G0WVHK2,dell inspirin 3650,1,,8,,,,
8/11,1ZR154E50310103438,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR294Y80310088472,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF4R9450310115938,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF339630310114608,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF7238X0310140427,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF4R9450310116026,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZRA21530310115338,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF4R9450310115947,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR346760310107514,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZF7238XYW10140410,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF4R945YW10116091,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF4R945YW10116055,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF33963YW10114628,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZF4R945YW10116108,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZRA2153YW10115385,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZV7855E0336316515,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR324570310109401,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR324570310109410,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR3A9300310103127,889842118858,xboxone 500gb battlefield,1,,5,,,,
,9612804278616918335036,719192613621,lg 34um60,2,,13,,,,
,9612804278616918335012,719192613621,lg 34um60,2,,13,,,,
,1ZR294Y8YW10088465,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR133940310148223,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR154E5YW10103421,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR154E5YW10103449,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR3A9300310103136,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR13394YW10148216,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR154E50310103456,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ze4w1684295311541,190576526513,lenovo ideapad310-15abr,2,,15,,,,
,,889842118858,xboxone 500gb battlefield,2,,10,,,,
,,887256022631,xboxone chost recon dics,2,,,,,,
,1Z2FW1330335980701,amazon open,asus q304u,1,,,,,,
,4201970192612999951945571054043263,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
8/12,1001902971520001970100746952130226,889842118858,xboxone 500gb battlefield,1,,5,,,,
8/14,1Z0X118A4248673442,884116269922,dell xps 台式,1,,8,,,,
,1Z0X118A4202796262,884116269922,dell xps 台式,1,,8,,,,
,1Z152V010310108996,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1Z152V01YW10108970,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZE4W1684290965694,887256022631,xboxone chost recon dics,3,,2,,,,
,,889842084320,xboxone white control,3,,2,,,,
,,889842118858,xboxone 500gb battlefield,3,,15,,,,
,1ZEA5461YN01673188,amazon new,61xl,1,,,,,,
,1015106471540001970100746905578476,5QZ2JK2,dell inspirin 3650,1,,8,,,,
,4201970192055901795900608856354703,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
8/14,6821231560507,884116215967,dell s2817q,1,,7,,,,
,6821231560408,884116215967,dell s2817q,1,,7,,,,
,6821231560415,884116215967,dell s2817q,1,,7,,,,
,6821231560262,884116215967,dell s2817q,1,,7,,,,
,6821231560446,884116215967,dell s2817q,1,,7,,,,
,6821231560330,884116215967,dell s2817q,1,,7,,,,
,6821231560378,884116215967,dell s2817q,1,,7,,,,
,6821231560323,884116215967,dell s2817q,1,,7,,,,
,6821231560545,884116215967,dell s2817q,1,,7,,,,
,6821231560347,884116215967,dell s2817q,1,,7,,,,
,6821231560538,884116215967,dell s2817q,1,,7,,,,
,6821231560309,884116215967,dell s2817q,1,,7,,,,
,6821231560491,884116215967,dell s2817q,1,,7,,,,
,6821231560422,884116215967,dell s2817q,1,,7,,,,
,6821231560293,884116215967,dell s2817q,1,,7,,,,
,6821231561016,884116215967,dell s2817q,1,,7,,,,
,6821231560668,884116215967,dell s2817q,1,,7,,,,
,6821231560682,884116215967,dell s2817q,1,,7,,,,
,6821231560316,884116215967,dell s2817q,1,,7,,,,
,6821231560279,884116215967,dell s2817q,1,,7,,,,
,6821231560521,884116215967,dell s2817q,1,,7,,,,
,6821231560392,884116215967,dell s2817q,1,,7,,,,
,6821231560286,884116215967,dell s2817q,1,,7,,,,
,6821231560354,884116215967,dell s2817q,1,,7,,,,
,6821231560484,884116215967,dell s2817q,1,,7,,,,
,6821231560675,884116215967,dell s2817q,1,,7,,,,
,6821231560477,884116215967,dell s2817q,1,,7,,,,
,6821231560552,884116215967,dell s2817q,1,,7,,,,
,6821231560361,884116215967,dell s2817q,1,,7,,,,
,6821231560439,884116215967,dell s2817q,1,,7,,,,
,6821231560514,884116215967,dell s2817q,1,,7,,,,
,6821231560453,884116215967,dell s2817q,1,,7,,,,
,6821231560699,884116215967,dell s2817q,1,,7,,,,
,6821231560460,884116215967,dell s2817q,1,,7,,,,
,6821231560385,884116215967,dell s2817q,1,,7,,,,
,6821231561009,884116215967,dell s2817q,1,,7,,,,
,,,,36,,,,,,
,1ZRA21530310115650,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1Z787Y880383555460,amamzon open,acer s240hl,2,,,,,,
,1z787y880383513577,amamzon open,acer s240hl,1,,,,,,
,1ZRA21530310115641,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1zr1207v0310125016,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1Z4785W00388122254,,ptd600,2,,2.5,,,,
,1ZR1207VYW10125009,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR27852YW10126563,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1Z08E76V0310109621,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZR153980310140221,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1Z08E76VYW10109632,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR15398YW10140198,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1Z08E76VYW10109650,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZRA2153YW10115661,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1ZR278520310126605,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1Z08E76V0310109649,889842118858,xboxone 500gb battlefield,1,,5,,,,
,1ZRA2153YW10115670,884116274629,dell i3567-3629blk pus,1,,7.5,,,,
,1Z4785W00388111908,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111819,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111873,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111855,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111891,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111800,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111837,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111828,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111793,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111846,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111784,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111882,884116215967,dell s2817q,1,,7,,,,
,1Z4785W00388111864,884116215967,dell s2817q,1,,7,,,,
,,,,13,,,,,,
,1z3y16f60302981534,889349458648,asus gtx1070,1,,8,,,,
,1Z787Y880383511248,amazon open,samsung se310,1,,,,,,
8/16,1ZV7855E0336417095,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336415980,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1Z4785W00388142858,884116064244,dell u2412m,1,,3.75,,,,
,1ZV7855E0336418147,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZWF25470384228097,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336416130,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336418058,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336389849,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZA40702YW06736507,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336434843,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336421277,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336418398,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1ZV7855E0336405679,191376215195,lenovo yoga 720-131kb,1,,8,,,,
,1z602f9a0354708832,amazon new,hp x360 m3-u101dx,1,,,,,,
,1Z4785W00388154274,884116064244,dell u2412m,1,,3.75,,,,
,1Z4785W00388154283,884116064244,dell u2412m,1,,3.75,,,,
,1Z4785W00388142894,884116064244,dell u2412m,1,,3.75,,,,
,1Z4785W00388142867,884116064244,dell u2412m,1,,3.75,,,,
,1Z4785W00388142885,884116064244,dell u2412m,1,,3.75,,,,
,1Z4785W00388154292,884116064244,dell u2412m,1,,3.75,,,,
,1Z4785W00388142876,884116064244,dell u2412m,1,,3.75,,,,
,1Z3Y16F60302982579,889349458648,asus gtx1070,1,,8,,,,
,1ZA3170W0342475806,889349458648,asus gtx1070,1,,8,,,,
,1Z3Y16F60302984460,889349458648,asus gtx1070,1,,8,,,,
,1ZA3170W0342485386,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250164507,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250166174,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250164545,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250165078,889349458648,asus gtx1070,1,,8,,,,
,1Z2929AE0320679876,amamzon open,acer s240hl,2,,,,,,
,420197019361289681090250105159,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250105418,889349458648,asus gtx1070,1,,8,,,,
,9361289681090250106873,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250104619,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250103919,889349458648,asus gtx1070,1,,8,,,,
,9361289681090250107986,889349458648,asus gtx1070,1,,8,,,,
,420197019361289681090250103131,889349458648,asus gtx1070,1,,8,,,,
,1Z3Y16F60302984504,889349458648,asus gtx1070,1,,8,,,,
,forgot scan,889349458648,asus gtx1070,1,,8,,,,
,1z787y880383580932,amazon open,dell i7579 7171gry,1,好了,,20,,,
,6821231886645,884116064244,dell u2412m,1,,3.75,,,,
,6821231885525,884116064244,dell u2412m,1,,3.75,,,,
,6821231885440,884116064244,dell u2412m,1,,3.75,,,,
,6821231885280,884116064244,dell u2412m,1,,3.75,,,,
,6821231885464,884116064244,dell u2412m,1,,3.75,,,,
,6821231885266,884116064244,dell u2412m,1,,3.75,,,,
,6821231886607,884116064244,dell u2412m,1,,3.75,,,,
,6821231885426,884116064244,dell u2412m,1,,3.75,,,,
,6821231964565,884116064244,dell u2412m,1,,3.75,,,,
,6821231885495,884116064244,dell u2412m,1,,3.75,,,,
,6821231933677,884116064244,dell u2412m,1,,3.75,,,,
,6821231885297,884116064244,dell u2412m,1,,3.75,,,,
